Ethnic group,Age group,Gender,DHB of residence,Population,Notes: 
Pacific Peoples,30-34,Male,Tairawhiti,71,
Pacific Peoples,30-34,Male,Taranaki,71,
Pacific Peoples,5-11,Male,Wairarapa,71,
Unknown,19-24,Female,Waikato,71,
Unknown,40-44,Female,Canterbury,71,
Asian,0-4,Female,Tairawhiti,72,
Asian,50-54,Female,South Canterbury,72,
Maori,0-4,Female,Overseas / Unknown,72,
Maori,60-64,Male,South Canterbury,72,
Maori,85-89,Male,Bay of Plenty,72,
Unknown,30-34,Male,Counties Manukau,72,
Unknown,60-64,Female,Canterbury,72,
Asian,25-29,Female,Tairawhiti,73,
Asian,5-11,Male,Wairarapa,73,
Asian,65-69,Male,Lakes,73,
Asian,75-79,Female,Bay of Plenty,73,
Pacific Peoples,0-4,Female,South Canterbury,73,
Pacific Peoples,30-34,Female,Taranaki,73,
Pacific Peoples,30-34,Male,Whanganui,73,
Pacific Peoples,40-44,Male,Overseas / Unknown,73,
Pacific Peoples,65-69,Male,Hawkes Bay,73,
Unknown,75-79,Male,Capital and Coast,73,
Asian,0-4,Female,Wairarapa,74,
Asian,65-69,Female,Taranaki,74,
Asian,65-69,Male,Hawkes Bay,74,
Maori,5-11,Female,Overseas / Unknown,74,
Maori,80-84,Male,Auckland,74,
Pacific Peoples,40-44,Female,Nelson Marlborough,74,
Unknown,70-74,Female,Capital and Coast,74,
Asian,30-34,Male,West Coast,75,
Asian,55-59,Female,Whanganui,75,
Asian,70-74,Female,Northland,75,
European or Other,90+,Male,West Coast,75,
Pacific Peoples,19-24,Male,Taranaki,75,
Pacific Peoples,19-24,Male,Whanganui,75,
Unknown,60-64,Female,Capital and Coast,75,
Asian,45-49,Male,Overseas / Unknown,76,
Maori,80-84,Female,Taranaki,76,
Maori,80-84,Male,MidCentral,76,
Pacific Peoples,0-4,Female,Taranaki,76,
Pacific Peoples,55-59,Female,Lakes,76,
Asian,5-11,Male,Tairawhiti,77,
Maori,85-89,Male,Waikato,77,
Pacific Peoples,12-18,Male,South Canterbury,77,
Pacific Peoples,35-39,Male,Whanganui,77,
Unknown,30-34,Male,Capital and Coast,77,
Unknown,40-44,Female,Capital and Coast,77,
Unknown,50-54,Male,MidCentral,77,
Unknown,65-69,Male,Auckland,77,
Asian,70-74,Female,Hawkes Bay,78,
Pacific Peoples,25-29,Female,Whanganui,78,
Pacific Peoples,30-34,Female,Whanganui,78,
Pacific Peoples,60-64,Female,Northland,78,
Pacific Peoples,65-69,Female,Hawkes Bay,78,
Unknown,50-54,Male,Overseas / Unknown,78,
Unknown,60-64,Male,Waitemata,78,
Asian,85-89,Female,Canterbury,79,
Pacific Peoples,0-4,Male,South Canterbury,79,
Pacific Peoples,60-64,Male,Bay of Plenty,79,
Pacific Peoples,65-69,Male,Northland,79,
Pacific Peoples,75-79,Male,Waikato,79,
Pacific Peoples,80-84,Male,Capital and Coast,79,
Pacific Peoples,85-89,Male,Auckland,79,
Unknown,25-29,Male,Capital and Coast,79,
Unknown,40-44,Male,MidCentral,79,
Asian,19-24,Female,Hutt Valley,80,
Maori,35-39,Female,West Coast,80,
Maori,75-79,Male,Nelson Marlborough,80,
Maori,75-79,Male,Taranaki,80,
Maori,80-84,Female,Whanganui,80,
Pacific Peoples,55-59,Male,Bay of Plenty,80,
Pacific Peoples,60-64,Male,MidCentral,80,
Unknown,35-39,Male,MidCentral,80,
Asian,40-44,Male,Whanganui,81,
Asian,55-59,Male,Taranaki,81,
Asian,60-64,Male,Northland,81,
Maori,19-24,Female,Wairarapa,81,
Pacific Peoples,25-29,Male,Whanganui,81,
Pacific Peoples,90+,Female,Auckland,81,
Unknown,30-34,Female,Canterbury,81,
Unknown,30-34,Male,Overseas / Unknown,81,
Unknown,35-39,Male,Overseas / Unknown,81,
Unknown,40-44,Male,Auckland,81,
Unknown,45-49,Female,Capital and Coast,81,
Unknown,45-49,Male,MidCentral,81,
Asian,12-18,Female,Overseas / Unknown,82,
Asian,60-64,Female,Taranaki,82,
Maori,60-64,Male,Overseas / Unknown,82,
Maori,80-84,Male,Capital and Coast,82,
Pacific Peoples,75-79,Female,Canterbury,82,
Unknown,30-34,Female,Capital and Coast,82,
Unknown,60-64,Male,Auckland,82,
Asian,25-29,Female,West Coast,83,
Maori,45-49,Male,West Coast,83,
Maori,80-84,Male,Canterbury,83,
Pacific Peoples,5-11,Male,Tairawhiti,83,
Asian,70-74,Male,Southern,84,
Pacific Peoples,0-4,Male,Taranaki,84,
Pacific Peoples,55-59,Male,Northland,84,
Unknown,40-44,Female,Nelson Marlborough,84,
Asian,5-11,Female,Wairarapa,85,
Maori,5-11,Male,Overseas / Unknown,85,
Pacific Peoples,50-54,Female,Lakes,85,
Unknown,40-44,Male,Overseas / Unknown,85,
Unknown,45-49,Male,Overseas / Unknown,85,
Unknown,60-64,Male,MidCentral,85,
Unknown,65-69,Male,Canterbury,85,
Pacific Peoples,65-69,Male,Southern,86,
Unknown,35-39,Male,Counties Manukau,86,
Unknown,55-59,Female,Canterbury,86,
Asian,65-69,Female,Nelson Marlborough,87,
European or Other,90+,Male,Tairawhiti,87,
Unknown,55-59,Male,Auckland,87,
Asian,19-24,Female,Taranaki,88,
Maori,40-44,Male,West Coast,88,
Maori,55-59,Male,Overseas / Unknown,88,
Maori,85-89,Male,Northland,88,
Asian,35-39,Male,Wairarapa,89,
Maori,75-79,Male,Whanganui,89,
Maori,85-89,Female,Counties Manukau,89,
Maori,85-89,Female,Hawkes Bay,89,
Asian,30-34,Female,West Coast,90,
Asian,40-44,Female,Whanganui,90,
Asian,80-84,Male,Hutt Valley,90,
Asian,85-89,Male,Capital and Coast,90,
Pacific Peoples,19-24,Male,Overseas / Unknown,90,
Pacific Peoples,45-49,Female,Lakes,90,
Pacific Peoples,50-54,Male,Lakes,90,
Asian,35-39,Female,Overseas / Unknown,91,
Asian,90+,Male,Counties Manukau,91,
Maori,25-29,Female,Overseas / Unknown,91,
Maori,40-44,Female,West Coast,91,
Unknown,35-39,Female,Capital and Coast,91,
Unknown,50-54,Male,Auckland,91,
Unknown,55-59,Male,Overseas / Unknown,91,
Asian,35-39,Female,Wairarapa,92,
Asian,40-44,Male,Overseas / Unknown,92,
Asian,75-79,Female,MidCentral,92,
European or Other,19-24,Female,Tairawhiti,92,
Pacific Peoples,65-69,Female,MidCentral,92,
Pacific Peoples,75-79,Male,Hutt Valley,92,
Asian,0-4,Male,Wairarapa,93,
Asian,30-34,Male,Wairarapa,93,
Maori,35-39,Male,West Coast,93,
Pacific Peoples,0-4,Female,Whanganui,93,
Pacific Peoples,25-29,Female,Nelson Marlborough,93,
Pacific Peoples,35-39,Female,Lakes,93,
Pacific Peoples,45-49,Male,Lakes,93,
Pacific Peoples,5-11,Male,South Canterbury,93,
Unknown,45-49,Male,Waitemata,93,
Asian,19-24,Male,Hutt Valley,94,
Maori,60-64,Female,West Coast,94,
Asian,60-64,Male,Lakes,95,
Maori,60-64,Female,South Canterbury,95,
Maori,60-64,Male,West Coast,95,
Pacific Peoples,55-59,Female,Northland,95,
Asian,45-49,Female,South Canterbury,96,
Maori,80-84,Male,Waitemata,96,
Unknown,25-29,Male,Canterbury,96,
Unknown,50-54,Male,Waitemata,96,
Asian,55-59,Male,Nelson Marlborough,97,
Pacific Peoples,19-24,Female,Lakes,97,
Unknown,40-44,Male,Waitemata,97,
Unknown,55-59,Male,MidCentral,97,
Asian,45-49,Male,South Canterbury,98,
European or Other,19-24,Female,Overseas / Unknown,98,
Maori,50-54,Male,South Canterbury,98,
Maori,80-84,Female,Southern,98,
Pacific Peoples,75-79,Female,Hutt Valley,98,
Unknown,35-39,Male,Auckland,98,
Asian,45-49,Female,Whanganui,99,
Pacific Peoples,19-24,Male,Lakes,99,
Pacific Peoples,45-49,Male,Nelson Marlborough,99,
Pacific Peoples,60-64,Female,Hawkes Bay,99,
Asian,60-64,Male,Hawkes Bay,100,
Maori,70-74,Female,Wairarapa,100,
Pacific Peoples,19-24,Male,Southern,100,
Pacific Peoples,19-24,Female,Nelson Marlborough,100,
Pacific Peoples,60-64,Female,MidCentral,100,
Pacific Peoples,60-64,Female,Southern,100,
Unknown,19-24,Male,Waikato,100,
Unknown,45-49,Female,Nelson Marlborough,100,
Maori,30-34,Male,West Coast,101,
Maori,50-54,Male,West Coast,101,
Maori,55-59,Male,South Canterbury,101,
Pacific Peoples,40-44,Male,Lakes,101,
Pacific Peoples,55-59,Female,Bay of Plenty,102,
Asian,0-4,Male,Whanganui,103,
Asian,30-34,Female,Wairarapa,103,
Pacific Peoples,35-39,Female,Nelson Marlborough,103,
Pacific Peoples,40-44,Female,Lakes,103,
Unknown,35-39,Male,Waitemata,103,
Unknown,45-49,Male,Auckland,103,
Maori,70-74,Male,Nelson Marlborough,104,
Pacific Peoples,35-39,Male,Overseas / Unknown,104,
Pacific Peoples,85-89,Female,Waitemata,104,
Asian,50-54,Male,Taranaki,105,
European or Other,80-84,Female,Overseas / Unknown,105,
Pacific Peoples,30-34,Male,Overseas / Unknown,106,
Pacific Peoples,75-79,Female,Waikato,106,
Unknown,80-84,Male,Waikato,106,
Maori,80-84,Male,Lakes,107,
Pacific Peoples,0-4,Female,Nelson Marlborough,107,
Pacific Peoples,19-24,Female,Northland,107,
Pacific Peoples,35-39,Female,Northland,107,
Pacific Peoples,50-54,Female,Northland,107,
Unknown,70-74,Male,Counties Manukau,107,
European or Other,19-24,Male,Overseas / Unknown,108,
Maori,65-69,Female,Wairarapa,108,
Pacific Peoples,12-18,Male,Whanganui,108,
Pacific Peoples,40-44,Female,Northland,108,
Pacific Peoples,5-11,Female,Taranaki,108,
Unknown,25-29,Female,Waikato,108,
Unknown,55-59,Male,Waitemata,108,
Unknown,80-84,Female,Waikato,108,
Asian,30-34,Female,Tairawhiti,109,
Asian,30-34,Male,Tairawhiti,109,
Asian,35-39,Male,Overseas / Unknown,109,
Maori,35-39,Male,South Canterbury,109,
Unknown,40-44,Male,Counties Manukau,109,
Asian,12-18,Female,Whanganui,110,
Asian,55-59,Male,Lakes,110,
European or Other,80-84,Male,Overseas / Unknown,110,
Maori,19-24,Female,Nelson Marlborough,110,
Pacific Peoples,30-34,Female,Lakes,110,
Asian,70-74,Female,Southern,111,
Maori,35-39,Female,South Canterbury,111,
Maori,75-79,Male,Hutt Valley,111,
Pacific Peoples,30-34,Female,Nelson Marlborough,111,
Pacific Peoples,70-74,Male,Canterbury,111,
Asian,25-29,Male,Tairawhiti,112,
Maori,80-84,Female,Capital and Coast,112,
Pacific Peoples,12-18,Female,Taranaki,112,
Pacific Peoples,40-44,Male,Nelson Marlborough,112,
European or Other,19-24,Female,West Coast,113,
Pacific Peoples,19-24,Male,Hutt Valley,113,
Pacific Peoples,19-24,Male,Waikato,113,
Asian,25-29,Male,Whanganui,114,
Asian,55-59,Female,Taranaki,114,
Asian,55-59,Male,Northland,114,
Maori,80-84,Female,Canterbury,114,
Maori,80-84,Female,MidCentral,114,
Maori,80-84,Male,Hawkes Bay,114,
Asian,25-29,Female,Whanganui,115,
European or Other,90+,Female,West Coast,115,
Maori,55-59,Male,West Coast,115,
Pacific Peoples,0-4,Female,Lakes,115,
Pacific Peoples,19-24,Female,Waikato,115,
Pacific Peoples,70-74,Male,Waikato,115,
Maori,75-79,Female,Nelson Marlborough,116,
Pacific Peoples,70-74,Female,Canterbury,116,
Asian,19-24,Male,Taranaki,117,
Asian,65-69,Female,Lakes,117,
Asian,80-84,Male,Waikato,117,
Asian,90+,Female,Waitemata,117,
European or Other,19-24,Male,West Coast,117,
Pacific Peoples,19-24,Female,Hutt Valley,117,
Pacific Peoples,90+,Female,Counties Manukau,117,
Asian,12-18,Male,Whanganui,118,
European or Other,90+,Male,Wairarapa,118,
Maori,45-49,Male,South Canterbury,118,
Maori,50-54,Female,West Coast,118,
Maori,80-84,Male,Southern,118,
Pacific Peoples,25-29,Female,Lakes,118,
Pacific Peoples,5-11,Female,South Canterbury,118,
Pacific Peoples,50-54,Male,Northland,118,
Pacific Peoples,55-59,Male,Hawkes Bay,118,
Asian,50-54,Male,Nelson Marlborough,119,
Asian,60-64,Female,Nelson Marlborough,119,
Asian,80-84,Female,Hutt Valley,119,
European or Other,19-24,Male,Tairawhiti,119,
Maori,19-24,Female,West Coast,119,
Pacific Peoples,19-24,Female,Southern,119,
Pacific Peoples,55-59,Male,MidCentral,119,
Pacific Peoples,60-64,Male,Hawkes Bay,119,
Pacific Peoples,60-64,Male,Southern,119,
Maori,55-59,Female,South Canterbury,120,
Pacific Peoples,12-18,Female,Whanganui,120,
Pacific Peoples,45-49,Female,Northland,120,
Unknown,30-34,Male,Canterbury,120,
Asian,50-54,Male,Northland,121,
Pacific Peoples,35-39,Male,Lakes,121,
Unknown,70-74,Male,Capital and Coast,121,
Asian,30-34,Male,Whanganui,122,
Asian,45-49,Male,Taranaki,122,
Maori,80-84,Female,Auckland,122,
Pacific Peoples,0-4,Male,Whanganui,122,
Unknown,40-44,Male,Capital and Coast,122,
Maori,19-24,Male,Nelson Marlborough,124,
Maori,75-79,Female,Hutt Valley,124,
Pacific Peoples,55-59,Female,Hawkes Bay,124,
Asian,5-11,Female,Whanganui,125,
Asian,65-69,Female,Northland,125,
Maori,12-18,Female,Overseas / Unknown,125,
Maori,45-49,Female,West Coast,125,
Pacific Peoples,19-24,Male,Northland,125,
Pacific Peoples,55-59,Female,Southern,125,
Pacific Peoples,55-59,Male,Southern,125,
Asian,35-39,Female,Whanganui,126,
Asian,75-79,Male,Hutt Valley,126,
Asian,90+,Male,Auckland,126,
Maori,75-79,Female,Whanganui,126,
Maori,85-89,Female,Bay of Plenty,126,
Pacific Peoples,50-54,Female,Bay of Plenty,126,
Unknown,25-29,Male,Waikato,126,
Unknown,35-39,Male,Capital and Coast,126,
Maori,12-18,Male,Overseas / Unknown,127,
Maori,30-34,Female,West Coast,127,
Maori,40-44,Male,South Canterbury,127,
Pacific Peoples,12-18,Male,Taranaki,127,
Pacific Peoples,80-84,Female,Capital and Coast,127,
Unknown,65-69,Male,Capital and Coast,127,
Asian,85-89,Female,Capital and Coast,128,
Maori,80-84,Female,Tairawhiti,128,
Pacific Peoples,70-74,Female,Waikato,128,
Asian,12-18,Female,South Canterbury,129,
Maori,85-89,Female,Northland,129,
Pacific Peoples,0-4,Male,Lakes,129,
Pacific Peoples,55-59,Female,MidCentral,129,
Asian,65-69,Female,Hawkes Bay,130,
Maori,50-54,Male,Overseas / Unknown,130,
Pacific Peoples,45-49,Male,Bay of Plenty,130,
Pacific Peoples,50-54,Female,MidCentral,130,
Asian,19-24,Female,Overseas / Unknown,131,
Asian,35-39,Male,Whanganui,131,
Asian,90+,Female,Counties Manukau,131,
Maori,19-24,Male,West Coast,131,
Maori,40-44,Female,South Canterbury,131,
Maori,85-89,Female,Waikato,131,
Pacific Peoples,30-34,Male,Lakes,131,
Pacific Peoples,30-34,Male,Nelson Marlborough,131,
Pacific Peoples,45-49,Male,Northland,131,
Pacific Peoples,85-89,Male,Counties Manukau,131,
Asian,19-24,Female,Northland,132,
Asian,70-74,Male,Bay of Plenty,132,
Maori,65-69,Male,Wairarapa,132,
Pacific Peoples,80-84,Male,Waitemata,132,
Asian,65-69,Male,Southern,133,
Maori,75-79,Male,Capital and Coast,133,
Pacific Peoples,19-24,Male,Canterbury,133,
Pacific Peoples,25-29,Male,Lakes,133,
Asian,0-4,Female,Whanganui,134,
Asian,70-74,Male,MidCentral,134,
Asian,80-84,Female,Waikato,134,
Pacific Peoples,35-39,Male,Nelson Marlborough,134,
Pacific Peoples,45-49,Female,Bay of Plenty,134,
Unknown,45-49,Male,Counties Manukau,134,
Pacific Peoples,5-11,Male,Whanganui,135,
Unknown,50-54,Female,Waikato,135,
Pacific Peoples,30-34,Female,Northland,136,
Pacific Peoples,50-54,Male,Bay of Plenty,136,
Unknown,45-49,Female,Waikato,136,
Unknown,65-69,Male,Counties Manukau,136,
Asian,55-59,Male,Hawkes Bay,137,
European or Other,0-4,Female,Overseas / Unknown,137,
Maori,50-54,Female,South Canterbury,137,
Asian,5-11,Male,Whanganui,138,
European or Other,5-11,Female,Overseas / Unknown,138,
Maori,25-29,Male,West Coast,138,
Maori,75-79,Male,Auckland,138,
Pacific Peoples,45-49,Female,MidCentral,138,
Unknown,55-59,Female,Waikato,138,
Maori,55-59,Female,West Coast,139,
Unknown,45-49,Male,Capital and Coast,139,
Maori,75-79,Female,Taranaki,140,
Pacific Peoples,25-29,Male,Overseas / Unknown,140,
European or Other,19-24,Female,Wairarapa,141,
Pacific Peoples,40-44,Male,Northland,141,
Unknown,50-54,Female,Canterbury,141,
Asian,5-11,Female,South Canterbury,142,
Asian,50-54,Female,Taranaki,142,
Pacific Peoples,5-11,Female,Whanganui,142,
Pacific Peoples,70-74,Male,Hutt Valley,142,
Asian,40-44,Female,South Canterbury,144,
Pacific Peoples,19-24,Male,Nelson Marlborough,144,
Maori,75-79,Male,Tairawhiti,145,
Pacific Peoples,0-4,Male,Nelson Marlborough,145,
Pacific Peoples,25-29,Male,Northland,145,
Pacific Peoples,19-24,Female,Canterbury,146,
Asian,30-34,Female,Whanganui,147,
Asian,50-54,Male,Lakes,147,
Maori,25-29,Female,West Coast,147,
Pacific Peoples,25-29,Male,Nelson Marlborough,147,
Pacific Peoples,35-39,Female,Bay of Plenty,147,
Asian,19-24,Male,Overseas / Unknown,148,
Asian,30-34,Female,Overseas / Unknown,148,
Maori,19-24,Female,Whanganui,148,
Maori,19-24,Male,Whanganui,149,
Maori,25-29,Female,South Canterbury,149,
Unknown,75-79,Female,Waikato,149,
Asian,12-18,Male,South Canterbury,150,
Maori,80-84,Male,Counties Manukau,150,
Pacific Peoples,70-74,Female,Hutt Valley,150,
Unknown,60-64,Male,Canterbury,150,
Asian,65-69,Male,MidCentral,151,
Asian,70-74,Female,MidCentral,151,
Maori,60-64,Male,Wairarapa,151,
Pacific Peoples,35-39,Male,Northland,151,
Asian,40-44,Male,South Canterbury,152,
Pacific Peoples,12-18,Female,Lakes,152,
Pacific Peoples,5-11,Male,Taranaki,152,
Asian,60-64,Female,Lakes,153,
European or Other,19-24,Male,Wairarapa,153,
European or Other,5-11,Male,Overseas / Unknown,153,
Maori,75-79,Female,Southern,153,
Pacific Peoples,12-18,Female,Nelson Marlborough,153,
Asian,0-4,Male,South Canterbury,154,
Asian,75-79,Female,Hutt Valley,154,
Asian,80-84,Male,Canterbury,154,
Maori,75-79,Male,Southern,154,
Pacific Peoples,50-54,Male,MidCentral,154,
Asian,19-24,Female,Lakes,155,
Asian,5-11,Male,South Canterbury,155,
Unknown,40-44,Male,Canterbury,155,
Pacific Peoples,25-29,Female,Northland,156,
Unknown,50-54,Male,Capital and Coast,156,
Asian,25-29,Male,South Canterbury,157,
Asian,70-74,Female,Bay of Plenty,157,
Maori,30-34,Male,South Canterbury,157,
Maori,75-79,Male,MidCentral,157,
Maori,75-79,Female,Auckland,158,
Asian,55-59,Female,Nelson Marlborough,159,
Maori,30-34,Female,South Canterbury,160,
Pacific Peoples,40-44,Female,MidCentral,160,
Maori,45-49,Female,South Canterbury,161,
Pacific Peoples,12-18,Male,Lakes,161,
Pacific Peoples,45-49,Male,MidCentral,161,
Asian,0-4,Female,South Canterbury,162,
Pacific Peoples,45-49,Female,Hawkes Bay,162,
Asian,30-34,Male,Overseas / Unknown,163,
Maori,80-84,Female,Waitemata,163,
Unknown,50-54,Male,Counties Manukau,163,
Maori,80-84,Female,Lakes,165,
Asian,35-39,Female,South Canterbury,166,
European or Other,90+,Female,Tairawhiti,166,
Pacific Peoples,30-34,Male,Northland,166,
Unknown,40-44,Female,Waikato,166,
Asian,19-24,Female,Waikato,167,
Pacific Peoples,40-44,Female,Hawkes Bay,167,
Pacific Peoples,50-54,Male,Hawkes Bay,167,
Pacific Peoples,40-44,Male,MidCentral,168,
Unknown,65-69,Female,Waikato,168,
Asian,19-24,Male,Northland,169,
European or Other,85-89,Male,Tairawhiti,169,
Pacific Peoples,40-44,Female,Bay of Plenty,169,
Unknown,55-59,Male,Capital and Coast,169,
Unknown,60-64,Male,Counties Manukau,169,
Asian,19-24,Male,Waikato,170,
Asian,60-64,Female,Hawkes Bay,171,
European or Other,40-44,Female,Overseas / Unknown,171,
Maori,45-49,Male,Overseas / Unknown,171,
Unknown,30-34,Male,Waikato,171,
Asian,25-29,Female,Overseas / Unknown,172,
European or Other,90+,Male,Whanganui,172,
Maori,65-69,Male,Nelson Marlborough,172,
Maori,75-79,Male,Waitemata,172,
Pacific Peoples,50-54,Male,Southern,172,
Asian,50-54,Male,Hawkes Bay,173,
Pacific Peoples,0-4,Male,Northland,173,
Pacific Peoples,25-29,Female,Bay of Plenty,173,
Pacific Peoples,50-54,Female,Hawkes Bay,174,
Unknown,75-79,Male,Waikato,174,
Maori,0-4,Female,West Coast,175,
Maori,19-24,Male,Taranaki,175,
Pacific Peoples,0-4,Female,Northland,175,
Pacific Peoples,19-24,Female,Bay of Plenty,175,
Asian,45-49,Female,Taranaki,176,
Pacific Peoples,75-79,Male,Capital and Coast,176,
Asian,19-24,Female,Nelson Marlborough,177,
Maori,19-24,Female,Taranaki,178,
Maori,40-44,Male,Overseas / Unknown,178,
Asian,90+,Female,Auckland,179,
Maori,75-79,Female,Capital and Coast,179,
European or Other,0-4,Male,Overseas / Unknown,180,
European or Other,19-24,Female,Whanganui,180,
Maori,80-84,Male,Bay of Plenty,180,
Asian,19-24,Female,Hawkes Bay,181,
Asian,55-59,Female,Hawkes Bay,181,
Maori,25-29,Male,South Canterbury,181,
Pacific Peoples,50-54,Female,Southern,181,
Maori,80-84,Female,Hawkes Bay,183,
Unknown,35-39,Male,Canterbury,183,
Unknown,55-59,Male,Counties Manukau,183,
Asian,19-24,Male,Nelson Marlborough,184,
Asian,80-84,Female,Canterbury,184,
European or Other,75-79,Female,Overseas / Unknown,184,
European or Other,85-89,Male,West Coast,184,
Maori,0-4,Male,West Coast,184,
Maori,12-18,Female,West Coast,184,
Maori,75-79,Female,Tairawhiti,184,
Asian,19-24,Male,Southern,185,
Asian,35-39,Male,South Canterbury,185,
European or Other,12-18,Female,Overseas / Unknown,185,
European or Other,75-79,Male,Overseas / Unknown,185,
Maori,75-79,Male,Lakes,185,
Pacific Peoples,80-84,Male,Auckland,185,
Pacific Peoples,85-89,Female,Auckland,185,
Asian,50-54,Female,Hawkes Bay,186,
Maori,60-64,Female,Wairarapa,186,
Pacific Peoples,40-44,Male,Bay of Plenty,186,
Pacific Peoples,65-69,Female,Waikato,186,
Pacific Peoples,65-69,Male,Canterbury,186,
Unknown,60-64,Female,Waikato,186,
Unknown,60-64,Male,Capital and Coast,186,
Asian,75-79,Male,Waikato,187,
Maori,19-24,Female,South Canterbury,187,
Asian,50-54,Female,Nelson Marlborough,188,
Maori,70-74,Male,Whanganui,188,
Pacific Peoples,30-34,Female,Bay of Plenty,188,
Unknown,55-59,Male,Canterbury,188,
Maori,55-59,Male,Wairarapa,189,
Pacific Peoples,0-4,Female,Bay of Plenty,189,
Pacific Peoples,65-69,Female,Canterbury,189,
Pacific Peoples,35-39,Female,Hawkes Bay,190,
Pacific Peoples,45-49,Male,Hawkes Bay,190,
Maori,45-49,Male,Wairarapa,191,
Maori,70-74,Male,Hutt Valley,191,
Asian,65-69,Male,Bay of Plenty,192,
Maori,50-54,Male,Wairarapa,192,
Unknown,30-34,Female,Waikato,192,
Asian,25-29,Female,South Canterbury,193,
Asian,60-64,Female,Northland,193,
Unknown,45-49,Female,Canterbury,193,
Maori,70-74,Female,Nelson Marlborough,194,
Asian,80-84,Male,Capital and Coast,195,
Unknown,70-74,Female,Waikato,195,
Pacific Peoples,65-69,Male,Waikato,196,
Pacific Peoples,19-24,Male,Bay of Plenty,197,
Asian,45-49,Male,Nelson Marlborough,198,
European or Other,12-18,Male,Overseas / Unknown,198,
European or Other,45-49,Female,Overseas / Unknown,198,
Maori,19-24,Male,South Canterbury,198,
Asian,19-24,Male,Hawkes Bay,199,
European or Other,85-89,Female,West Coast,199,
Maori,19-24,Female,Hutt Valley,200,
Pacific Peoples,5-11,Female,Lakes,200,
Asian,45-49,Male,Northland,201,
Pacific Peoples,12-18,Male,Nelson Marlborough,201,
Asian,25-29,Male,Taranaki,202,
European or Other,90+,Male,South Canterbury,202,
Maori,70-74,Female,Hutt Valley,202,
Maori,70-74,Male,Taranaki,202,
Pacific Peoples,80-84,Female,Waitemata,202,
Asian,65-69,Female,Southern,203,
Pacific Peoples,45-49,Female,Southern,203,
Asian,60-64,Male,Southern,204,
European or Other,50-54,Female,Overseas / Unknown,204,
Maori,80-84,Male,Waikato,204,
Pacific Peoples,19-24,Male,Capital and Coast,204,
Pacific Peoples,75-79,Female,Capital and Coast,204,
Pacific Peoples,5-11,Male,Lakes,205,
Asian,12-18,Female,Taranaki,206,
Asian,12-18,Male,Taranaki,206,
Asian,60-64,Male,Bay of Plenty,206,
Unknown,50-54,Male,Canterbury,206,
Asian,19-24,Male,Lakes,207,
Asian,55-59,Female,Lakes,207,
Pacific Peoples,40-44,Male,Hawkes Bay,207,
Maori,19-24,Female,Tairawhiti,208,
Maori,50-54,Female,Wairarapa,208,
Pacific Peoples,35-39,Male,MidCentral,208,
Asian,12-18,Female,Northland,209,
Asian,50-54,Female,Lakes,209,
Maori,75-79,Female,MidCentral,209,
Asian,80-84,Female,Capital and Coast,210,
Pacific Peoples,40-44,Female,Southern,210,
Asian,45-49,Male,Hawkes Bay,211,
Asian,45-49,Male,Lakes,211,
Asian,60-64,Male,MidCentral,211,
Maori,70-74,Female,Taranaki,211,
Pacific Peoples,25-29,Male,Bay of Plenty,211,
Pacific Peoples,35-39,Female,MidCentral,211,
Pacific Peoples,35-39,Male,Bay of Plenty,211,
European or Other,90+,Male,Lakes,212,
Maori,35-39,Male,Overseas / Unknown,212,
Pacific Peoples,12-18,Male,Northland,212,
Asian,30-34,Male,South Canterbury,213,
Maori,19-24,Male,Hutt Valley,214,
Maori,40-44,Male,Wairarapa,214,
Pacific Peoples,30-34,Male,Bay of Plenty,214,
Unknown,45-49,Male,Canterbury,216,
Pacific Peoples,19-24,Female,Capital and Coast,217,
Pacific Peoples,30-34,Male,MidCentral,218,
Pacific Peoples,5-11,Female,Nelson Marlborough,218,
Asian,55-59,Female,Northland,219,
Maori,75-79,Male,Hawkes Bay,219,
Pacific Peoples,12-18,Female,Northland,219,
Pacific Peoples,65-69,Female,Hutt Valley,220,
Asian,40-44,Male,Taranaki,221,
Maori,70-74,Male,Capital and Coast,222,
Asian,19-24,Male,Capital and Coast,223,
Maori,75-79,Female,Canterbury,223,
Maori,75-79,Male,Canterbury,223,
Pacific Peoples,60-64,Male,Hutt Valley,224,
Pacific Peoples,65-69,Male,Hutt Valley,224,
Maori,35-39,Male,Wairarapa,225,
Pacific Peoples,30-34,Female,MidCentral,225,
Maori,19-24,Male,Overseas / Unknown,226,
Maori,70-74,Female,Whanganui,226,
Asian,25-29,Male,Overseas / Unknown,227,
Asian,70-74,Male,Hutt Valley,229,
Asian,30-34,Female,South Canterbury,230,
Asian,40-44,Female,Taranaki,230,
Asian,12-18,Male,Northland,231,
Pacific Peoples,19-24,Male,MidCentral,231,
Asian,55-59,Male,MidCentral,232,
Asian,65-69,Female,MidCentral,232,
Maori,40-44,Female,Wairarapa,233,
Maori,80-84,Female,Counties Manukau,233,
Pacific Peoples,45-49,Male,Southern,233,
Asian,40-44,Male,Nelson Marlborough,234,
Maori,19-24,Male,Tairawhiti,235,
Pacific Peoples,25-29,Female,MidCentral,235,
Asian,25-29,Female,Taranaki,236,
Maori,35-39,Female,Wairarapa,236,
Asian,19-24,Female,Capital and Coast,238,
Maori,80-84,Male,Northland,238,
Unknown,35-39,Female,Waikato,238,
Pacific Peoples,30-34,Female,Hawkes Bay,239,
